"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","im still mad he got a ring before melo and chris paul lmaooo",FALSE,0,NA,2017-12-11 23:59:30,FALSE,NA,"940370491201728512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YourTears1230",22,TRUE,FALSE,NA,NA
"2","Rockets arewith Chris Paul in the lineup this year CP hasand to compliment the Beards",FALSE,0,NA,2017-12-11 23:58:27,FALSE,NA,"940370225123360770",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WestCovKid",120,TRUE,FALSE,NA,NA
"3","Rockets arewith Chris Paul in the lineup this year CP hasand to compliment the Beards",FALSE,0,NA,2017-12-11 23:58:17,FALSE,NA,"940370183180472320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Im__Nuk",120,TRUE,FALSE,NA,NA
"4","Chris Pauls game winning jump shot against the Spurs in the playoffs

 I hate sand",FALSE,0,NA,2017-12-11 23:55:20,FALSE,NA,"940369441644273665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClipperholicsFS",2,TRUE,FALSE,NA,NA
"5","Time to celebrate myfollowers Thanks to all of you for making it happen Win this Official Limited Edition Prin",FALSE,0,NA,2017-12-11 23:53:33,FALSE,NA,"940368992891559936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spencer21_chris",339,TRUE,FALSE,NA,NA
"6","other failedfoiled bomb plotters arrested in lastmonths 

 Jerry Varnell antigov extremist wanted to emulate",FALSE,0,NA,2017-12-11 23:52:51,FALSE,NA,"940368814025379843",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_lewis_",4707,TRUE,FALSE,NA,NA
"7","New Orleans coach Alvin Gentry when asked about defending Chris Paul and James Harden Im open to suggestions Rockets",FALSE,0,NA,2017-12-11 23:52:20,FALSE,NA,"940368684882817024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Washed81",19,TRUE,FALSE,NA,NA
"8","team with michael james chris paul Paul george Mario and frank jones",FALSE,0,NA,2017-12-11 23:50:17,FALSE,NA,"940368167926423552",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","fantasybballbot",0,FALSE,FALSE,NA,NA
"9","Pelicans coach Alvin Gentry is open for suggestions on how to guard Chris Paul and James Harden Rockets Pelicans",FALSE,0,NA,2017-12-11 23:49:22,FALSE,NA,"940367939781480449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RocketIntellect",9,TRUE,FALSE,NA,NA
"10","Pelicans coach Alvin Gentry is open for suggestions on how to guard Chris Paul and James Harden Rockets Pelicans",FALSE,0,NA,2017-12-11 23:48:42,FALSE,NA,"940367773120770048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doloresalozano",9,TRUE,FALSE,NA,NA
"11","My guess is the injury isnt serious and hell play but the presence of Chris Paul means the Rockets can play if safe w",FALSE,0,NA,2017-12-11 23:47:51,FALSE,NA,"940367556417933312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IsmailAbdihakim",2,TRUE,FALSE,NA,NA
"12","Pelicans coach Alvin Gentry is open for suggestions on how to guard Chris Paul and James Harden Rockets Pelicans",FALSE,0,NA,2017-12-11 23:47:39,FALSE,NA,"940367507394891776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Groovy__FLACKO",9,TRUE,FALSE,NA,NA
"13","Hello Chris if you are interested in the official licensed Hemingway Pilar boat please let me know y",FALSE,0,"MrMurder37",2017-12-11 23:47:30,TRUE,NA,"940367468266012672","23866855","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OMHINC",0,FALSE,FALSE,NA,NA
"14","James Harden and Chris Paul Are Staggering So Are The Rockets",FALSE,0,NA,2017-12-11 23:46:45,FALSE,NA,"940367282185953283",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigShotsNation",0,FALSE,FALSE,NA,NA
"15","New Orleans coach Alvin Gentry when asked about defending Chris Paul and James Harden Im open to suggestions Rockets",FALSE,0,NA,2017-12-11 23:44:38,FALSE,NA,"940366749664534531",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leestewart281",19,TRUE,FALSE,NA,NA
"16","Pelicans coach Alvin Gentry is open for suggestions on how to guard Chris Paul and James Harden Rockets Pelicans",FALSE,0,NA,2017-12-11 23:43:43,FALSE,NA,"940366518478671878",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KristenDeion",9,TRUE,FALSE,NA,NA
"17","Pelicans coach Alvin Gentry is open for suggestions on how to guard Chris Paul and James Harden Rockets",FALSE,13,NA,2017-12-11 23:42:55,TRUE,NA,"940366316107649025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheProducerNick",9,FALSE,FALSE,NA,NA
"18","inb jake paul shows off your address on his channel",FALSE,1,"CannibalActual",2017-12-11 23:39:38,FALSE,"940328382478237697","940365491306156032","2726516282","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chris_the_Blue",0,FALSE,FALSE,NA,NA
"19","If the NBA blocked he Chris Paul Lakers trade the MLB should block the Stanton trade",FALSE,1,NA,2017-12-11 23:39:08,FALSE,NA,"940365363556036608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaZZ__Love",0,FALSE,FALSE,NA,NA
"20","people will choose a side but really both deserve it",FALSE,1,"NBATV",2017-12-11 23:38:50,TRUE,"940365002376019968","940365290004799488","25319414","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cowrex",1,FALSE,FALSE,NA,NA
"21","It means that the Houston Rockets will",FALSE,2,"hudasyed__",2017-12-11 23:38:00,TRUE,"940341451266895872","940365080050458625","385218248","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JesusRocket1",1,FALSE,FALSE,NA,NA
"22","Like a injured Chris Paul you aint got no point ",FALSE,0,NA,2017-12-11 23:37:07,FALSE,NA,"940364855860711424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fentythought",12,TRUE,FALSE,NA,NA
"23","New Orleans coach Alvin Gentry when asked about defending Chris Paul and James Harden Im open to suggestions Rockets",FALSE,34,NA,2017-12-11 23:36:46,FALSE,NA,"940364769667764225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenDuBose",19,FALSE,FALSE,NA,NA
"24","Like a injured Chris Paul you aint got no point ",FALSE,0,NA,2017-12-11 23:36:41,FALSE,NA,"940364746284503041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itanya_2902",12,TRUE,FALSE,NA,NA
"25","Chris Pauls game winning jump shot against the Spurs in the playoffs

 I hate sand",FALSE,3,NA,2017-12-11 23:36:11,FALSE,NA,"940364619616419841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheMatthewRoyer",2,FALSE,FALSE,NA,NA
"26","Like a injured Chris Paul you aint got no point ",FALSE,33,NA,2017-12-11 23:34:18,FALSE,NA,"940364145618284545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NilssonEmmelie",12,FALSE,FALSE,NA,NA
"27","Eh we could make a deal with Ryan Anderson for his salary to be cut I wouldnt want to trade him",FALSE,0,"AndresG45690142",2017-12-11 23:33:49,TRUE,"940361753715757057","940364027590512642","873002033682534401","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JesusRocket1",0,FALSE,FALSE,NA,NA
"28","I liked avideoPaul RobinsonTiffany Hensley A Weekend In New England",FALSE,0,NA,2017-12-11 23:31:52,FALSE,NA,"940363536999608320",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Sidemount_Chris",0,FALSE,FALSE,NA,NA
"29","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 23:30:03,FALSE,NA,"940363078419599361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Washed81",31,TRUE,FALSE,NA,NA
"30","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 23:29:11,FALSE,NA,"940362861653749762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gahtownil",42,TRUE,FALSE,NA,NA
"31","Chris Paul Has Literally Transformed The Houston Rockets And Heres Why",FALSE,0,NA,2017-12-11 23:28:31,FALSE,NA,"940362691973079040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaplisVerina_9",1,TRUE,FALSE,NA,NA
"32","The days when the most stressful things on Twitter were Chris Paul was not on Twitter andwasnt doing UStream",FALSE,0,NA,2017-12-11 23:28:16,FALSE,NA,"940362629054316544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheNoLookPass",0,FALSE,FALSE,NA,NA
"33","Skinhubs Christmas Giveaway 
 DaysKnivesWinners

DayFlip KnifeFreehand

 RTFollow
 Add us",FALSE,0,NA,2017-12-11 23:27:22,FALSE,NA,"940362401739833345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paul_rambler",9279,TRUE,FALSE,NA,NA
"34","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 23:26:39,FALSE,NA,"940362220650852352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","houstonfan00",42,TRUE,FALSE,NA,NA
"35","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 23:25:35,FALSE,NA,"940361951984660480",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","densilva2",42,TRUE,FALSE,NA,NA
"36","One o",FALSE,3,"Paul_Inouye",2017-12-11 23:24:43,TRUE,"940359744216113153","940361733880844292","378750088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdmzero0",0,FALSE,FALSE,NA,NA
"37","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 23:23:48,FALSE,NA,"940361502934085633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeenHad__09",31,TRUE,FALSE,NA,NA
"38","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 23:23:43,FALSE,NA,"940361482977579014",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Johnny_Fontane",31,TRUE,FALSE,NA,NA
"39","Chris Paul Has Literally Transformed The Houston Rockets And Heres Why",FALSE,0,NA,2017-12-11 23:22:00,FALSE,NA,"940361053099188225",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FadeawayWorld",1,FALSE,FALSE,NA,NA
"40","Tony drills Pauls ass TonyRivera PaulWalker",FALSE,0,NA,2017-12-11 23:19:23,FALSE,NA,"940360393964191744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_huts",302,TRUE,FALSE,NA,NA
"41","",FALSE,1,"Paul_Inouye",2017-12-11 23:18:43,TRUE,"940359744216113153","940360227202899969","378750088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Z0eff",0,FALSE,FALSE,NA,NA
"42","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 23:17:47,FALSE,NA,"940359991763992576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WPeregoy",31,TRUE,FALSE,NA,NA
"43","I was si",FALSE,8,"GLedouxVoiceovr",2017-12-11 23:16:48,TRUE,"940083800276590592","940359744216113153","61307511","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Paul_Inouye",0,FALSE,FALSE,NA,NA
"44","Rockets arewith Chris Paul in the lineup this year CP hasand to compliment the Beards",FALSE,0,NA,2017-12-11 23:16:32,FALSE,NA,"940359676994228224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeeChubbo",120,TRUE,FALSE,NA,NA
"45","James Harden und Chris Paul Staggering So sind die Rockets",FALSE,0,NA,2017-12-11 23:16:20,FALSE,NA,"940359624255041538",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","nachrichtenheut",0,FALSE,FALSE,NA,NA
"46","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 23:15:58,FALSE,NA,"940359532949237760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dreamshake17",42,TRUE,FALSE,NA,NA
"47","Chris Paul George for all the points",FALSE,1,"BlitzPick",2017-12-11 23:15:25,FALSE,"940357750134947840","940359396504276992","95820994","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BreckGoat",0,FALSE,FALSE,NA,NA
"48","Than a yr old Abraham who stood comatose right in front of Chris 
Well Id take Chudinov Cox",FALSE,0,"webboxingleague",2017-12-11 23:14:48,TRUE,"940353062014717955","940359239293390848","2849318548","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ozzy_616",0,FALSE,FALSE,NA,NA
"49","Last night Rajon Rondo recordedpointsassists and five steals It was Rondos th career game with at lea",FALSE,0,NA,2017-12-11 23:14:37,TRUE,NA,"940359194053619713",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SportFanHU",0,FALSE,FALSE,NA,NA
"50","Paul Scholes",FALSE,0,NA,2017-12-11 23:13:54,FALSE,NA,"940359013488787456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_9174",52438,TRUE,FALSE,NA,NA
"51","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 23:12:40,FALSE,NA,"940358704037232641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JVolta13",31,TRUE,FALSE,NA,NA
"52","But we cant keep chris paul and capela one of em have to walk and its damn sure aint paul ",FALSE,0,NA,2017-12-11 23:11:23,FALSE,NA,"940358379704373249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZSmooth_",0,FALSE,FALSE,NA,NA
"53","If you missed last nights talk withand son the GOP tax plan watch it on demand on your lunch",FALSE,0,NA,2017-12-11 23:04:08,FALSE,NA,"940356556490723328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","POESHIP",49,TRUE,FALSE,NA,NA
"54","See all of s work",FALSE,1,"edwardsdusty",2017-12-11 23:03:59,FALSE,"940322328868720643","940356517865369601","16916428","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","adrishaw",0,FALSE,FALSE,NA,NA
"55","im still mad he got a ring before melo and chris paul lmaooo",FALSE,0,NA,2017-12-11 22:59:24,FALSE,NA,"940355363856977920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dino_gl2",22,TRUE,FALSE,NA,NA
"56","Paul Scholes",FALSE,0,NA,2017-12-11 22:56:50,FALSE,NA,"940354716600619008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chris_Coffey9",52438,TRUE,FALSE,NA,NA
"57","New Photos Chris EvansPaul Rudd today in Atlanta",FALSE,0,NA,2017-12-11 22:55:43,FALSE,NA,"940354436353978368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dreamsmarvel",107,TRUE,FALSE,NA,NA
"58","Chris Paul goes through Carlos Boozers legs",FALSE,0,NA,2017-12-11 22:51:29,FALSE,NA,"940353372728844290",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","NBA_Mixes",0,FALSE,FALSE,NA,NA
"59","Thanks ",FALSE,0,"GLedouxVoiceovr",2017-12-11 22:48:37,FALSE,"940083800276590592","940352650062700544","61307511","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justbeingotaku",0,FALSE,FALSE,NA,NA
"60","Chris Paul to the lakers all over again",FALSE,0,NA,2017-12-11 22:48:30,FALSE,NA,"940352622476824576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rude757",1,TRUE,FALSE,NA,NA
"61","Not to be overly dramatic or anything but I think Chris Paul James Harden and LeBron James on the same team would be a",FALSE,0,NA,2017-12-11 22:47:55,FALSE,NA,"940352474631860225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vegjb1983",31,TRUE,FALSE,NA,NA
"62","If you missed last nights talk withand son the GOP tax plan watch it on demand on your lunch",FALSE,0,NA,2017-12-11 22:47:52,FALSE,NA,"940352461746950144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maryverobeach",49,TRUE,FALSE,NA,NA
"63","I get that a",FALSE,1,"mdmzero0",2017-12-11 22:47:17,TRUE,"940081113858416640","940352313700491264","1279150849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justbeingotaku",0,FALSE,FALSE,NA,NA
"64","Chris Paul to the lakers all over again",FALSE,0,NA,2017-12-11 22:47:00,FALSE,NA,"940352243760533504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrillGodZo",1,FALSE,FALSE,NA,NA
"65","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:46:21,FALSE,NA,"940352079838765058",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oompahead",42,TRUE,FALSE,NA,NA
"66","NBA Power Rankings Chris Paul keeps Rockets flying high Cavs cant be stoppedNBA",FALSE,1,NA,2017-12-11 22:46:16,FALSE,NA,"940352060389593088",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NBA_AU",0,FALSE,FALSE,NA,NA
"67","Kyrie is an All Star So is Dwight Howard To get high level NBA props as point gua",FALSE,0,"923TheFan",2017-12-11 22:45:09,TRUE,NA,"940351777702137856","348466153","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrownBrownc26",0,FALSE,FALSE,NA,NA
"68","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:41:42,FALSE,NA,"940350908893982725",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BJDARULA",42,TRUE,FALSE,NA,NA
"69","I liked avideoDaniel WoodsPaul RobinsonA Few Cold Days Bouldering In Joes Valley K",FALSE,0,NA,2017-12-11 22:41:12,FALSE,NA,"940350782788067328",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Sidemount_Chris",0,FALSE,FALSE,NA,NA
"70","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:40:22,FALSE,NA,"940350575274856448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tacoman245",42,TRUE,FALSE,NA,NA
"71","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:37:09,FALSE,NA,"940349765807759360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CobosQue",42,TRUE,FALSE,NA,NA
"72","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:36:19,FALSE,NA,"940349556629364736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","branmuffin0119",42,TRUE,FALSE,NA,NA
"73","mark ruffalo and chris evans right now thinking about how they invited a whole ass proconfederate family to the infinity wa",FALSE,0,NA,2017-12-11 22:36:06,FALSE,NA,"940349502686466050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paul_adeyemi",35321,TRUE,FALSE,NA,NA
"74","Hes not able to work with Chris Paul because of the amount of balls allowed on the court",FALSE,0,NA,2017-12-11 22:35:18,FALSE,NA,"940349299854008320",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ChrisR7575",2,TRUE,FALSE,NA,NA
"75","This would mean were now looking at potential criminality that cannot be justified as an exercise of the presidents authori",FALSE,0,NA,2017-12-11 22:35:14,FALSE,NA,"940349281537548288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chris_Kloeckner",448,TRUE,FALSE,NA,NA
"76","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:34:38,FALSE,NA,"940349133394767872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Blainer93",42,TRUE,FALSE,NA,NA
"77","Paul Scholes",FALSE,0,NA,2017-12-11 22:34:32,FALSE,NA,"940349106039422976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chris_sellick",52438,TRUE,FALSE,NA,NA
"78","High fiveChris PaulDurantDraymondRozierGallinari",FALSE,18,NA,2017-12-11 22:33:54,FALSE,NA,"940348946911776768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cam_ATL",0,FALSE,FALSE,NA,NA
"79","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:33:13,FALSE,NA,"940348774425210882",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WyattOnSports",42,TRUE,FALSE,NA,NA
"80","hi Mr Tjarks big fan I dont understand the finances Chris Paul is unsigned next year in",FALSE,0,"ringer",2017-12-11 22:32:20,TRUE,"940319043810193415","940348551493599232","4760694445","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","PetalumaPegleg",0,FALSE,FALSE,NA,NA
"81","Chris Morris is consulting his lawyer",FALSE,0,NA,2017-12-11 22:32:07,FALSE,NA,"940348498402250752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Paul_Luke",2,TRUE,FALSE,NA,NA
"82","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:32:06,FALSE,NA,"940348492601577478",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jax4lifeman",42,TRUE,FALSE,NA,NA
"83","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:31:49,FALSE,NA,"940348420946087937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osasuyi_ken",42,TRUE,FALSE,NA,NA
"84","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:31:47,FALSE,NA,"940348416177201152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CimmerianHeart",42,TRUE,FALSE,NA,NA
"85","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:31:03,FALSE,NA,"940348231552258048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prettypenguinnn",42,TRUE,FALSE,NA,NA
"86","JAMES HARDEN AND CHRIS PAUL DESTROYING ANKLES AND WORLDSPOINTS COMBINED",FALSE,0,NA,2017-12-11 22:30:56,FALSE,NA,"940348201923760128",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Champl00",0,FALSE,FALSE,NA,NA
"87","team with james hardentyson chandler shrek Deandre jordan chris paul and eminem",FALSE,0,NA,2017-12-11 22:30:14,FALSE,NA,"940348024370409473",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","fantasybballbot",0,FALSE,FALSE,NA,NA
"88","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:29:53,FALSE,NA,"940347935866474496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","florantsh",42,TRUE,FALSE,NA,NA
"89","Hes not able to work with Chris Paul because of the amount of balls allowed on the court",FALSE,0,NA,2017-12-11 22:29:43,FALSE,NA,"940347893864640512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RedNationBlogga",2,TRUE,FALSE,NA,NA
"90","Hes not able to work with Chris Paul because of the amount of balls allowed on the court",FALSE,1,"RedNationBlogga",2017-12-11 22:29:34,FALSE,"940347051996565504","940347858464772102","29971681","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MOJO32_",2,FALSE,FALSE,NA,NA
"91","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:29:15,FALSE,NA,"940347777476898817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luisemiliolopez",42,TRUE,FALSE,NA,NA
"92","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:27:37,FALSE,NA,"940347365323657217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AQS18",42,TRUE,FALSE,NA,NA
"93","Chris Paul beat Steph in their only playoff series",FALSE,0,NA,2017-12-11 22:27:35,FALSE,NA,"940347359019651072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1BertGotti",0,FALSE,FALSE,NA,NA
"94","If Chris Paul gets a double double in his revenge game vs the Pelicans someone gets",FALSE,0,"PlayLine",2017-12-11 22:27:08,FALSE,"940345591346941952","940347243130949634","71908561","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BagJesus_",0,FALSE,FALSE,NA,NA
"95","The Rockets had a staggering plan to make sure James Harden andor Chris Paul were always on the court Its working",FALSE,0,NA,2017-12-11 22:25:48,FALSE,NA,"940346908740128768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","woodjt5",42,TRUE,FALSE,NA,NA
